disease_id,diseaseid,diseasename
13371,C2746066,Combined D-2- and L-2-hydroxyglutaric aciduria
10925,C1833429,D-2-hydroxyglutaric aciduria
7948,C0750905,"Amino Acid Metabolism, Inherited Disorders"
14281,C3152055,D-2-HYDROXYGLUTARIC ACIDURIA 1
2035,C0034341,Pyruvate Carboxylase Deficiency Disease
15297,C3805092,Methylenetetrahydrofolate reductase gene mutation
9188,C1260403,prothrombin gene mutation
11250,C1840061,SMALL PATELLA SYNDROME
2597,C0085292,Stiff-Person Syndrome
7452,C0584960,Factor V Leiden mutation
7548,C0600433,Activated Protein C Resistance
13046,C2609046,Sticky platelet syndrome
8187,C0751690,Malignant Peripheral Nerve Sheath Tumor
4995,C0272394,Disorder of lymph node
6180,C0345964,Adenoma of lung
338,C0007112,Adenocarcinoma of prostate
13582,C2827362,Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement
8500,C0850666,Infection caused by Helicobacter pylori
6360,C0374997,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site
10000,C1335483,Gastric Diffuse Large B-Cell Lymphoma
3867,C0238621,Aminoaciduria
12940,C2316810,Chronic kidney disease stage 5
1275,C0022661,"Kidney Failure, Chronic"
6622,C0403396,Steroid-sensitive nephrotic syndrome
10771,C1737225,Mesangioproliferative glomerulonephritis
3267,C0178664,Glomerulosclerosis (disorder)
934,C0017662,"Glomerulonephritis, Membranoproliferative"
7158,C0520463,Chronic active hepatitis
7599,C0679427,myeloblastosis
8841,C0878544,Cardiomyopathies
7169,C0520679,"Sleep Apnea, Obstructive"
1148,C0020538,Hypertensive disease
4706,C0268790,Renal vascular disorder
983,C0018553,"Hamartoma Syndrome, Multiple"
2202,C0037315,Sleep Apnea Syndromes
2574,C0085129,Bronchial Hyperreactivity
13944,C2937421,Prostatic Hyperplasia
1440,C0024291,"Lymphohistiocytosis, Hemophagocytic"
10288,C1456873,alpha^+^ Thalassemia
17455,C4528176,High Risk Myelodysplastic Syndrome
81,C0002312,alpha-Thalassemia
7461,C0585216,Alpha-Thalassemia Myelodysplasia Syndrome
1744,C0029134,Optic Neuritis
3857,C0238462,Medullary carcinoma of thyroid
2723,C0086981,Sicca Syndrome
964,C0018133,Graft-vs-Host Disease
12837,C2004493,"Leukemia, B-Cell"
197,C0003962,Ascites
1944,C0032460,Polycystic Ovary Syndrome
16426,C4087141,Skin squamous cell carcinoma metastatic
10570,C1656427,Early onset schizophrenia
292,C0006111,Brain Diseases
1545,C0025517,Metabolic Diseases
936,C0017667,Nodular glomerulosclerosis
2746,C0149721,Left Ventricular Hypertrophy
6587,C0398791,Nijmegen Breakage Syndrome
1065,C0019284,Diaphragmatic Hernia
9971,C1335113,Opisthorchis Viverrini-Related Cholangiocarcinoma
1153,C0020550,Hyperthyroidism
12517,C1867743,Premature coronary artery atherosclerosis
5132,C0278701,Gastric Adenocarcinoma
9564,C1301700,Cardiovascular morbidity
17938,C4721509,Usual Interstitial Pneumonia
2670,C0085786,Hamman-Rich syndrome
2022,C0034069,Pulmonary Fibrosis
3475,C0220615,Adult Acute Myeloblastic Leukemia
16338,C4054727,Infant Acute Lymphoblastic Leukemia
1610,C0026985,Myelodysplasia
8623,C0855073,Undifferentiated (Embryonal) Sarcoma
91,C0002622,Amnesia
94,C0002625,Amnestic Disorder
481,C0009241,Cognition Disorders
8334,C0752347,Lewy Body Disease
2067,C0035235,Respiratory Syncytial Virus Infections
1870,C0030920,Peptic Ulcer
1777,C0029453,Osteopenia
11127,C1837475,Insulin-Like Growth Factor I Deficiency
4857,C0271568,Laron Syndrome
7397,C0559031,Functional Gastrointestinal Disorders
901,C0017178,Gastrointestinal Diseases
10500,C1565321,Cholera Infantum
1094,C0019829,Hodgkin Disease
2555,C0080032,"Pleural Effusion, Malignant"
10571,C1658953,tumor vasculature
12539,C1868310,Pigmented Paravenous Chorioretinal Atrophy
618,C0011853,"Diabetes Mellitus, Experimental"
10652,C1707446,Columnar Cell Hyperplasia of the Breast
3960,C0242526,"Gonadal Dysgenesis, 45,X"
122,C0002893,Refractory anemias
1900,C0031269,Peutz-Jeghers Syndrome
982,C0018552,Hamartoma
6296,C0349204,Nonorganic psychosis
2016,C0033975,Psychotic Disorders
4859,C0271577,Isolated gonadotropin deficiency
13615,C2874190,Pituitary short stature
13614,C2874188,Isolated deficiency of pituitary hormone
1174,C0020635,Hypopituitarism
5929,C0342381,Idiopathic growth hormone deficiency
665,C0013338,Pituitary dwarfism
3939,C0242342,Sheehan Syndrome
8981,C0948896,Primary hypogonadism
3606,C0221405,Pituitary cachexia
3940,C0242343,Panhypopituitarism
6916,C0432283,Osteoglophonic dwarfism
9788,C1332970,Childhood Hematopoietic Neoplasm
6601,C0399440,Hereditary gingival fibromatosis
1274,C0022660,"Kidney Failure, Acute"
1840,C0030486,Paraplegia
1914,C0031941,Pineal Gland Neoplasm
3400,C0206664,Teratocarcinoma
294,C0006118,Brain Neoplasms
9800,C1333015,Childhood Kidney Wilms Tumor
8851,C0878681,Dent's disease
7202,C0521707,Bilateral cataracts (disorder)
2703,C0086543,Cataract
5698,C0338656,Impaired cognition
3698,C0234985,Mental deterioration
6110,C0344315,Depressed mood
4611,C0268413,Adult hypophosphatasia (disorder)
5289,C0280280,"stage, prostate cancer"
8870,C0917796,"Optic Atrophy, Hereditary, Leber"
7727,C0730290,Cone Dystrophy
1797,C0029866,Other ureteric obstruction
72,C0001973,"Alcoholic Intoxication, Chronic"
211,C0004245,Atrioventricular Block
2733,C0149530,Congenital heart block
1799,C0029882,Otitis Media
351,C0007133,"Carcinoma, Papillary"
1660,C0027666,"Neoplasms, Radiation-Induced"
6761,C0410445,Osteomalacia secondary to drug
1946,C0032463,Polycythemia Vera
7423,C0574960,Sacroiliitis
1622,C0027086,Myoma
9172,C1257931,"Mammary Neoplasms, Human"
17863,C4704874,"Mammary Carcinoma, Human"
10875,C1832661,ANOPHTHALMIA AND PULMONARY HYPOPLASIA
9551,C1301034,Pancreatic intraepithelial neoplasia
3227,C0162835,Hypopigmentation disorder
2158,C0036529,"Myocardial Diseases, Secondary"
1974,C0033141,"Cardiomyopathies, Primary"
17632,C4551686,Malignant neoplasm of soft tissue
3363,C0206624,Hepatoblastoma
5286,C0280253,"stage, gastric cancer"
11332,C1842937,"AURAL ATRESIA, CONGENITAL"
17607,C4551590,Familial renal hypouricemia
8223,C0751785,Unverricht-Lundborg Syndrome
1213,C0021390,Inflammatory Bowel Diseases
1405,C0023895,Liver diseases
962,C0018081,Gonorrhea
750,C0014474,Ependymoma
4001,C0259783,mixed gliomas
283,C0006012,Borderline Personality Disorder
310,C0006287,Bronchopulmonary Dysplasia
7229,C0524528,Pervasive Development Disorder
1702,C0028043,Nicotine Dependence
1478,C0024668,"Mammary Neoplasms, Experimental"
3287,C0205696,Anaplastic carcinoma
3288,C0205697,"Carcinoma, Spindle-Cell"
9171,C1257925,"Mammary Carcinoma, Animal"
3290,C0205699,Carcinomatosis
1477,C0024667,Animal Mammary Neoplasms
1794,C0029810,Other specified iron deficiency anemias
1568,C0026499,Monosomy
4773,C0270850,Idiopathic generalized epilepsy
4511,C0268147,"Glycogen storage disease, type IX"
12367,C1864801,TRICHILEMMAL CYST 1
12923,C2266788,Trichilemmal cyst
14260,C3151465,PROTEIN Z DEFICIENCY
1970,C0033117,Priapism
5954,C0342527,Deficiency of testosterone biosynthesis
1595,C0026847,Spinal Muscular Atrophy
4553,C0268287,Deficiency of steroid 21-monooxygenase
51,C0001627,Congenital adrenal hyperplasia
7119,C0494463,"Alzheimer Disease, Late Onset"
6332,C0349582,Trigeminal schwannoma
3276,C0205643,"Carcinoma, Cribriform"
1544,C0025500,Mesothelioma
3275,C0205642,"Adenocarcinoma, Oxyphilic"
3277,C0205644,"Carcinoma, Granular Cell"
3274,C0205641,"Adenocarcinoma, Basal Cell"
3278,C0205645,"Adenocarcinoma, Tubular"
2383,C0041296,Tuberculosis
3241,C0175695,Sotos' syndrome
1676,C0027794,Neural Tube Defects
1677,C0027806,Neurenteric Cyst
2898,C0152426,Craniorachischisis
2558,C0080218,Tethered Cord Syndrome
4369,C0266453,Exencephaly
127,C0002902,Anencephaly
631,C0011999,Diastematomyelia
7710,C0702169,Acrania
2880,C0152234,Iniencephaly
6119,C0344479,Spinal Cord Myelodysplasia
2761,C0149871,Deep Vein Thrombosis
13014,C2363973,Chronic thromboembolic pulmonary hypertension
306,C0006272,Bronchiolitis Obliterans
9640,C1318485,Liver regeneration disorder
8935,C0948008,Ischemic stroke
5261,C0279982,Childhood Synovial Sarcoma
5122,C0278660,Adult Synovial Sarcoma
9821,C1333280,Desmoplastic melanoma
7701,C0701807,Acute anterior uveitis
13167,C2676033,Hepatoblastoma Caused By Somatic Mutation
1276,C0022665,Kidney Neoplasm
3873,C0238790,bone destruction
12958,C2348101,Destructive Arthritis
346,C0007124,Noninfiltrating Intraductal Carcinoma
336,C0007104,Female Breast Carcinoma
3724,C0235653,Malignant neoplasm of female breast
9554,C1301194,Salivary duct carcinoma
10793,C1762616,"Meningioma, benign, no ICD-O subtype"
5170,C0278877,Adult Meningioma
1526,C0025286,Meningioma
1273,C0022658,Kidney Diseases
13055,C2609253,Macrovascular disease
2075,C0035309,Retinal Diseases
1945,C0032461,Polycythemia
17621,C4551637,"Erythrocytosis familial, 1"
2888,C0152264,Familial erythrocytosis
4948,C0272170,Shwachman syndrome
8508,C0851162,Infections of musculoskeletal system
206,C0004135,Ataxia Telangiectasia
3941,C0242350,Erectile dysfunction
5323,C0280803,Primary central nervous system lymphoma
12425,C1865384,"Amyotrophy, monomelic"
1890,C0031117,Peripheral Neuropathy
17933,C4721453,Peripheral Nervous System Diseases
2411,C0041848,Unspecified idiopathic peripheral neuropathy
2630,C0085580,Essential Hypertension
17413,C4524257,MSI-low
16418,C4086152,Childhood Astrocytoma
5863,C0341332,Indeterminate colitis
1134,C0020490,Hyperopia
3985,C0243002,Tricuspid Atresia
13284,C2699746,"Syndactyly, type 2"
3598,C0221357,Brachydactyly
13056,C2609259,Symphysis Pubis Dysfunction
15723,C3887641,Recurrent hepatitis
2774,C0149931,Migraine Disorders
2007,C0033893,Tension Headache
394,C0007820,Cerebrovascular Disorders
3881,C0239337,Deformity of limb
3780,C0236969,Substance-Related Disorders
9182,C1258666,Myxoid cyst
736,C0014170,Endometrial Neoplasms
1357,C0023480,"Leukemia, Myelomonocytic, Chronic"
10391,C1522378,"Leukemia, Large Granular Lymphocytic"
17439,C4525305,Stage IV Gallbladder Cancer AJCC v8
2951,C0153452,Malignant neoplasm of gallbladder
17437,C4525301,Stage IIB Gallbladder Cancer AJCC v8
17435,C4525297,Stage 0 Gallbladder Cancer AJCC v8
17436,C4525300,Stage IIA Gallbladder Cancer AJCC v8
17438,C4525302,Stage III Gallbladder Cancer AJCC v8
9634,C1313961,Trichorrhexis nodosa syndrome
12636,C1955934,Trichothiodystrophy Syndromes
7244,C0524909,"Hepatitis B, Chronic"
3968,C0242647,Mucosa-Associated Lymphoid Tissue Lymphoma
6339,C0349632,Splenic Marginal Zone B-Cell Lymphoma
11692,C1850900,Familial primary gastric lymphoma
3958,C0242510,Drug usage
4606,C0268398,Familial lichen amyloidosis
6250,C0346957,Disseminated Malignant Neoplasm
9047,C1112155,Hereditary non-polyposis colorectal cancer syndrome
5784,C0340076,Asthmatic pulmonary eosinophilia
2021,C0034068,Pulmonary Eosinophilia
15250,C3714636,Pneumonitis
2232,C0038013,Ankylosing spondylitis
7764,C0740392,"Infarction, Middle Cerebral Artery"
3899,C0240803,Primary cerebral lymphoma
7947,C0750901,"Alzheimer Disease, Early Onset"
82,C0002351,Altitude Sickness
8299,C0752166,Bardet-Biedl Syndrome
2623,C0085548,Autosomal Recessive Polycystic Kidney Disease
12006,C1857586,CONOTRUNCAL HEART MALFORMATIONS (disorder)
2378,C0041207,"Truncus Arteriosus, Persistent"
8793,C0868847,"Hereditary disturbances in tooth structure, not elsewhere classified in ICD10CM"
13982,C2981132,Shell teeth
591,C0011430,Dentin Dysplasia
1725,C0028878,Odontogenesis Imperfecta
593,C0011436,Dentinogenesis Imperfecta
3350,C0206247,Amyloid Neuropathies
340,C0007114,Malignant neoplasm of skin
15888,C3900098,Adult Myelodysplastic Syndrome
12954,C2347761,Childhood Myelodysplastic Syndrome
6362,C0375021,"Human immunodeficiency virus, type 2 [HIV-2] infection in conditions classified elsewhere and of unspecified site"
11349,C1843156,Progressive sensorineural hearing impairment
10538,C1610066,Urinary tract inflammation
10057,C1336745,Thymic Lymphoma
1864,C0030807,Pemphigus
1404,C0023893,"Liver Cirrhosis, Experimental"
8033,C0751123,Atonic Absence Seizures
6782,C0422855,Vertiginous seizure
1542,C0025363,"Mental Retardation, Psychosocial"
17130,C4316903,Absence Seizures
4771,C0270846,Epileptic drop attack
1238,C0022333,Jacksonian Seizure
17141,C4317109,Epileptic Seizures
3689,C0234533,Generalized seizures
8879,C0917816,Mental deficiency
4770,C0270844,Tonic Seizures
6781,C0422853,Olfactory seizure
14779,C3495874,Nonepileptic Seizures
8123,C0751495,"Seizures, Focal"
1186,C0020796,Profound Mental Retardation
17294,C4505436,Generalized Absence Seizures
8023,C0751110,Single Seizure
2781,C0149958,Complex partial seizures
1021,C0018932,Hematochezia
9469,C1290344,Nonspecific interstitial pneumonia
3326,C0206061,"Pneumonia, Interstitial"
99,C0002736,Amyotrophic Lateral Sclerosis
5484,C0334037,Intestinal metaplasia
7520,C0598935,Tumor Initiation
1891,C0031118,Peripheral Nervous System Neoplasms
3214,C0162678,Neurofibromatoses
1684,C0027830,neurofibroma
1661,C0027668,"Neoplasms, Vascular Tissue"
17361,C4520679,Abnormal macular morphology
2135,C0036337,Schizoaffective Disorder
2397,C0041341,Tuberous Sclerosis
12212,C1861453,Pseudohyperkalemia Cardiff
2845,C0152013,Adenocarcinoma of lung (disorder)
3947,C0242383,Age related macular degeneration
3937,C0242339,Dyslipidemias
16310,C4049714,Familial Glucocorticoid Deficiency Type 2
16307,C4049650,Familial Glucocorticoid Deficiency Type 1
13410,C2748918,Otopalatodigital Spectrum Disorder
1663,C0027697,Nephritis
6064,C0343378,Helicobacter-associated gastritis
1382,C0023646,Lichen Planus
2196,C0037274,Dermatologic disorders
15698,C3875321,Inflammatory dermatosis
600,C0011603,Dermatitis
699,C0013595,Eczema
11977,C1856934,Epidermolysis bullosa with pyloric atresia
3962,C0242583,Bare Lymphocyte Syndrome
13800,C2931418,Bare lymphocyte syndrome 2
13946,C2938924,Oestrogen receptor positive breast cancer
17959,C4721806,"Carcinoma, Basal Cell"
15533,C3811653,Experimental Organism Basal Cell Carcinoma
604,C0011615,"Dermatitis, Atopic"
2243,C0038165,Staphylococcal Scalded Skin Syndrome
575,C0011206,Delirium
2280,C0038826,Superinfection
14902,C3549845,"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 1"
7858,C0745186,hypoventilation syndrome
9137,C1145628,Autonomic nervous system disorders
102,C0002793,Anaplasia
14297,C3160844,PAI-1 polymorphism
3774,C0236804,Amphetamine Addiction
3775,C0236807,Amphetamine Abuse
3761,C0236733,Amphetamine-Related Disorders
2553,C0079840,Milk Allergy
4411,C0266815,Cow milk allergy
2201,C0037299,Skin Ulcer
1022,C0018939,Hematological Disease
677,C0013386,"Dyskinesia, Drug-Induced"
8021,C0751088,"Dyskinesia, Medication-Induced"
1452,C0024419,Waldenstrom Macroglobulinemia
13864,C2931845,Neurodegeneration with brain iron accumulation (NBIA)
5302,C0280449,secondary acute myeloid leukemia
13760,C2931206,"Usher syndrome, type 1B"
5043,C0276535,AIDS with Kaposi's sarcoma
11338,C1843013,"Alzheimer disease, familial, type 3"
7388,C0555971,Oral infection
11474,C1846006,"Ectodermal dysplasia, hypohidrotic, with immune deficiency"
12316,C1863767,Light Fixation Seizure Syndrome
8994,C0949541,Hurthle Cell Tumor
10128,C1378050,Oncocytic Neoplasm
10322,C1510502,Oxyphilic Adenoma
13867,C2931852,Clear-cell metastatic renal cell carcinoma
9894,C1334177,Infiltrating Cervical Carcinoma
335,C0007103,Malignant neoplasm of endometrium
3362,C0206623,Adenosquamous carcinoma
5240,C0279671,Cervical Squamous Cell Carcinoma
651,C0013080,Down Syndrome
635,C0012546,Diphtheria
14690,C3469521,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)"
14288,C3160738,"FANCONI ANEMIA, COMPLEMENTATION GROUP D2"
825,C0015625,Fanconi Anemia
3248,C0175704,LEOPARD Syndrome
1597,C0026850,Muscular Dystrophy
162,C0003504,Aortic Valve Insufficiency
12855,C2062441,Influenza A
2331,C0040115,Thymus Hyperplasia
1467,C0024535,"Malaria, Falciparum"
528,C0010054,Coronary Arteriosclerosis
622,C0011875,Diabetic Angiopathies
896,C0017152,Gastritis
9989,C1335377,periampullary adenocarcinoma
7851,C0745103,Hyperlipoproteinemia Type IIa
1121,C0020445,"Hypercholesterolemia, Familial"
8932,C0947751,Vascular inflammations
16268,C4048306,Multiple endocrine neoplasia Type 2
17631,C4551683,Adrenal Gland Pheochromocytoma
1905,C0031511,Pheochromocytoma
3508,C0220704,Shprintzen syndrome
7289,C0543918,SCHIZOPHRENIA 10
13327,C2717961,Thrombotic Microangiopathies
6120,C0344482,Hypoplasia of corpus callosum
680,C0013403,Dysplastic Nevus Syndrome
1419,C0024117,Chronic Obstructive Airway Disease
3754,C0236642,Pick Disease of the Brain
5666,C0338451,Frontotemporal dementia
8480,C0815107,psychological distress
4417,C0266929,Chronic Periodontitis
2918,C0153252,Systemic candidiasis
3108,C0156344,Endometriosis of ovary
8806,C0872084,Sarcopenia
2186,C0037116,Silicosis
2272,C0038525,Subarachnoid Hemorrhage
2634,C0085584,Encephalopathies
5316,C0280783,Juvenile Pilocytic Astrocytoma
2772,C0149925,Small cell carcinoma of lung
1950,C0032584,polyps
7781,C0740858,Substance abuse problem
8058,C0751265,Learning Disabilities
17642,C4551722,Encephalocele
2899,C0152427,Polydactyly
718,C0014065,Congenital cerebral hernia
1278,C0022679,Cystic kidney
6595,C0399373,"Amelogenesis imperfecta, hypomaturation hypoplasia type with taurodontism"
4324,C0266039,Taurodontism
12283,C1863012,"Amelogenesis Imperfecta, Type IV"
89,C0002452,Amelogenesis Imperfecta
13917,C2936777,Nevo syndrome (disorder)
700,C0013720,Ehlers-Danlos Syndrome
7426,C0575158,Kyphoscoliosis deformity of spine
1292,C0022821,Kyphosis deformity of spine
7527,C0600033,Acquired Kyphoscoliosis
6163,C0345392,Congenital kyphoscoliosis
1563,C0026351,Moderate intellectual disability
9704,C1328504,Hormone refractory prostate cancer
10780,C1739363,Prostatic Hypertrophy
5790,C0340231,Tracheobronchomalacia
4520,C0268181,"Lactose Intolerance, Adult Type"
1187,C0020875,Ileal Diseases
3615,C0221715,Intestinal carcinoma
10775,C1737329,Dysmorphism
6741,C0410000,Overlap syndrome
11434,C1845235,"Heterotopia, Periventricular, Ehlers-Danlos Variant"
11381,C1843851,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis"
2023,C0034072,Cor pulmonale
18064,C4733093,progesterone receptor-negative breast cancer
8986,C0949059,Polyp of large intestine
3618,C0221757,alpha 1-Antitrypsin Deficiency
1918,C0032019,Pituitary Neoplasms
11050,C1836330,ERYTHROKERATODERMIA VARIABILIS 3 (disorder)
17967,C4721886,"MYOPATHY, MYOFIBRILLAR, 4"
1690,C0027868,Neuromuscular Diseases
11815,C1853710,"HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC (disorder)"
5683,C0338503,Septo-Optic Dysplasia
402,C0007873,Uterine Cervical Neoplasm
60,C0001818,Agoraphobia
389,C0007785,Cerebral Infarction
1669,C0027720,Nephrosis
7217,C0521857,Increased drug resistance
1061,C0019212,Hepatorenal Syndrome
15658,C3854173,Pre-renal acute kidney injury
12364,C1864738,"Corneal Dystrophy, Congenital Stromal"
4807,C0271055,Rhegmatogenous retinal detachment
5745,C0339534,Usher syndrome type 2
11591,C1848634,"USHER SYNDROME, TYPE IIA"
7290,C0543968,Cone dysfunction syndrome
210,C0004238,Atrial Fibrillation
991,C0018671,Head and Neck Neoplasms
1341,C0023443,Hairy Cell Leukemia
3756,C0236663,Alcohol withdrawal syndrome
8588,C0854706,Neonatal infection
10506,C1566302,Preterm Premature Rupture of Fetal Membranes
12126,C1859301,Cerebellar hypoplasia with endosteal sclerosis
2973,C0153594,Malignant neoplasm of testis
8544,C0853070,Uterine ischaemia
5493,C0334108,Multiple polyps
133,C0002986,Fabry Disease
944,C0017921,Glycogen storage disease type II
1959,C0032915,Preexcitation Syndrome
360,C0007194,Hypertrophic Cardiomyopathy
7398,C0559106,Ventricular preexcitation
942,C0017919,Glycogen Storage Disease
5996,C0342751,Generalized glycogen storage disease of infants
261,C0005699,Blast Phase
12955,C2347762,Childhood Teratoma
3312,C0205851,Germ cell tumor
10100,C1368898,Adult Teratoma
2313,C0039538,Teratoma
15626,C3839868,Cytogenetically normal acute myeloid leukemia
902,C0017185,Gastrointestinal Neoplasms
9941,C1334699,Mesenchymal Cell Neoplasm
