cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,confidence,data_quality,source,source_url,source_type,year_specific,geographic_variation,is_subtype,parent_disease,reasoning,total_cases_per_year
C0028860,Oculocerebrorenal Syndrome,extremely rare,,incidence,0.35,weak,,,,False,unknown,False,,"Oculocerebrorenal syndrome (Lowe syndrome) is a rare X-linked disorder affecting ~1 in 500,000 births. Estimated <0.01 per 100k person-years based on case reports and genetic registries.",extremely rare
C0029121,Oppositional Defiant Disorder,,4200,prevalence,0.7,moderate,"DSM-5 (American Psychiatric Association, 2013) and global epidemiological meta-analyses",,literature,False,high,False,Disruptive Behavior Disorders,ODD measured as prevalence in children/adolescents (~4.2% globally). Incidence not well-defined for chronic psychiatric conditions. Estimates vary 2-10% depending on population and diagnostic criteria.,336000000
C0029128,Optic Disk Drusen,3.5,9800,prevalence,0.6,moderate,Ophthalmology survey studies and population-based eye disease studies,,literature,False,low,False,,"Optic disk drusen are asymptomatic accumulations of hyaline material at the optic disc, detectable on imaging. Prevalence ~0.3-2% of general population (3,000-20,000 per 100k). Using mid-range estimate of 9,800 per 100k. Incidence less commonly reported; prevalence more standard metric. Limited high-quality epidemiological data.",784000000
C0029417,Osteoblastoma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0029437,Idiopathic Multicentric Osteolyses,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0029464,Osteosclerosis,5.4,,incidence,0.68,strong,"Sobacchi C et al. Osteopetrosis: genetics, treatment and outcome. Nature Reviews Endocrinology. 2016;12(10):592-606",https://pubmed.ncbi.nlm.nih.gov/27468014/,literature,False,low,False,Hereditary Bone Dysplasia,"Osteosclerosis refers primarily to hereditary osteosclerotic disorders (osteopetrosis). Autosomal dominant form (ADO) has incidence of 1 per 20,000 (5 per 100k), and autosomal recessive form (ARO) has incidence of 1 per 250,000 (0.4 per 100k). Combined incidence approximately 5.4 per 100k. ADO is milder and more common, while ARO is severe but rare. Both are lifelong conditions but reported as incidence due to clear genetic diagnosis point.",432000
C0029591,Other disorders of lipoid metabolism,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0030354,Papilloma,,,,0.0,none,,,,False,high,False,,"Umbrella term covering 25+ distinct papilloma types with vastly different incidence rates. Includes intraductal papillomas (breast), urothelial papillomas, respiratory papillomatosis, and others with incidence rates varying from <0.1 to >100 per 100k. Aggregate estimate not meaningful.",
C0030389,Parainfluenza,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0030662,"Gambling, Pathological",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0030824,Allergy to penicillin,1.5,,incidence,0.5,moderate,,,,False,moderate,True,Drug Hypersensitivity,"Penicillin allergy affects ~1-2% of population based on self-report surveys. Actual IgE-mediated allergy is ~0.01-0.05%, with incidence ~1.5 per 100k estimated from medical literature and adverse event reporting. True prevalence varies by population and testing methodology.",120000
C0031028,Periapical Diseases,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0031111,Periostitis,2.0,,incidence,0.45,weak,Orthopedic and rheumatology literature (limited epidemiological data),,literature,False,unknown,False,,"Periostitis (inflammation of bone periosteum) is a relatively uncommon condition with multiple etiologies (infection, trauma, inflammatory). Estimated ~2 per 100k based on hospital discharge and orthopedic literature. Limited population-based epidemiological data.",160000
C0031391,Phencyclidine Abuse,45.0,120.0,both,0.62,moderate,SAMHSA National Survey on Drug Use and Health (NSDUH); epidemiological data on phencyclidine use disorders,,registry,False,high,True,Substance Use Disorders,"Phencyclidine abuse reported as both incidence (~45 per 100k new cases per year) and prevalence (~120 per 100k with past-year use). Based on SAMHSA National Survey on Drug Use and Health (NSDUH) epidemiological estimates. Confidence limited by survey methodology limitations, underreporting, and definitional variations across epidemiological studies.",3600000
C0032000,Pituitary Adenoma,1.8,,incidence,0.7,moderate,Ezzat S et al. (2004). The prevalence of pituitary adenomas: a systematic review. Cancer. 101(3):613-619,https://pubmed.ncbi.nlm.nih.gov/15274075/,literature,False,low,False,,"Pituitary adenomas are benign neuroendocrine tumors with estimated incidence ~1.8 per 100k based on neurosurgical series. Prevalence is significantly higher (~10-20%) due to autopsy findings and long disease duration, but incidence is more appropriate for market assessment.",144000
C0032051,Placental Insufficiency,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0032285,Pneumonia,7.5,,incidence,0.78,strong,WHO Global Burden of Disease Study 2005,https://www.who.int/,registry,True,high,False,,"Community-acquired pneumonia global incidence approximately 7.5 per 100k person-years based on WHO surveillance data, with higher rates in developing nations and vulnerable populations.",600000
C0032326,Pneumothorax,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0032371,Poliomyelitis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0032768,Postherpetic neuralgia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0032969,Pregnancy in Diabetics,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0033805,Pseudohypoaldosteronism,extremely rare,,incidence,0.35,weak,,,,False,unknown,False,Genetic Disorders of Adrenal Function,Pseudohypoaldosteronism (PHA) is an extremely rare genetic disorder characterized by resistance to aldosterone. PHA Type 1 (autosomal dominant/recessive) and Type 2 exist with combined estimated incidence <0.1 per 100k births globally. Limited epidemiological data; estimates based on case reports and genetic databases.,extremely rare
C0034155,"Purpura, Thrombotic Thrombocytopenic",0.7,,incidence,0.62,moderate,Terrell DR et al. (2005). The epidemiology of thrombotic thrombocytopenic purpura in a large US cohort. Blood. 102(4):1102-1108,https://pubmed.ncbi.nlm.nih.gov/15845903/,literature,False,moderate,False,,Thrombotic thrombocytopenic purpura is an acute thrombotic microangiopathy with incidence ~3-11 per million person-years globally (0.3-1.1 per 100k). Using conservative estimate of 0.7 per 100k based on peer-reviewed epidemiological studies.,56000
C0035312,Retinal Drusen,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0035468,Rhinoscleroma,0.05,,incidence,0.45,weak,,,,False,high,False,,"Rare chronic granulomatous infection caused by Klebsiella rhinoscleromatis. Endemic in Central America, North Africa, and parts of Asia, but extremely rare globally. Estimated <0.05 per 100k based on case report frequency. Limited epidemiological data.",4000
C0036130,Salpingitis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0036214,"Sarcoma, Engelbreth-Holm-Swarm",extremely rare,,incidence,0.25,weak,,,,False,unknown,True,Embryonal Rhabdomyosarcoma,"Engelbreth-Holm-Swarm sarcoma is an extremely rare embryonal rhabdomyosarcoma variant, originally described in laboratory animals and rarely reported in humans. Estimated incidence <0.001 per 100k. Data based on case reports only; no systematic epidemiological studies available.",extremely rare
C0036310,Scheuermann's Disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0036416,Scleritis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0036472,Scrub Typhus,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0036474,Scurvy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0036651,Solar lentigo,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0036685,"Septicaemia due to gram-negative organism, unspecified",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0037944,Spinal Stenosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0038018,Spondylolysis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0038034,Sporotrichosis,1.2,,incidence,0.52,moderate,Barros MB et al. (2011). Sporotrichosis. Med Mycol. 49(7):711-726,https://pubmed.ncbi.nlm.nih.gov/21539506/,literature,False,high,False,,Sporotrichosis is a chronic fungal infection caused by Sporothrix species with significant geographic variation. Global incidence estimated at ~1.2 per 100k based on limited surveillance data and regional epidemiological studies. Endemic in tropical and subtropical regions with higher rates in Central/South America.,96000
C0038368,Stomatognathic Diseases,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0038870,"Neuralgia, Supraorbital",1.2,,incidence,0.45,weak,,,,False,low,True,Neuralgia,Supraorbital neuralgia is nerve pain along the supraorbital nerve (V1 branch of trigeminal). May occur as compression syndrome or component of trigeminal neuralgia. Estimated ~1.2 per 100k. Limited standalone epidemiological data; confidence reflects uncertainty between independent vs. secondary occurrence.,96000
C0039240,Supraventricular tachycardia,22.0,,incidence,0.72,moderate,Cardiac arrhythmia epidemiology literature,,literature,False,low,False,,Supraventricular tachycardia is a well-defined cardiac arrhythmia with clear diagnostic criteria. Incidence estimated at 20-30 per 100k person-years based on epidemiological studies and cardiac registries. Using conservative midpoint estimate of ~22 per 100k. More common than vascular insufficiency conditions due to broader clinical prevalence.,1760000
C0039292,Tangier Disease,0.1,,prevalence,0.4,weak,,,,False,high,False,Lipoprotein disorders,"Rare genetic disorder of HDL metabolism caused by ABCA1 gene mutations. Estimated prevalence <0.1 per 100k globally, with higher frequency in isolated populations (original Tangier Island, Turkey). Approximately 100-150 cases reported worldwide. Limited but more substantial epidemiological literature than other rare disorders here.",8000
C0039520,Tenosynovitis,8.5,,incidence,0.45,weak,,,,False,high,False,Soft Tissue Disorders,Tenosynovitis incidence estimated ~8.5 per 100k per year based on occupational and sports medicine literature. Highly variable by occupational exposure and population. Limited population-based epidemiological data.,680000
