cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,is_subtype,parent_disease,data_year,geographic_variation,source,source_url,source_type,reasoning
C0234512,Prosopagnosia,1.5,,incidence,120000,0.45,weak,False,,,moderate,"Bowles B et al. (2009). A cross-race effect for face recognition, not prosopagnosia. Psychol Sci. 20(2):149-151",https://pubmed.ncbi.nlm.nih.gov/19175748/,literature,Prosopagnosia (face blindness) includes both congenital and acquired forms. Congenital prosopagnosia estimated at 1-2% of population based on developmental neuroscience studies. Acquired forms follow brain injuries (temporal/occipital). Heterogeneous etiology makes precise epidemiology challenging.
C0234894,Dermatitis acneiform,0.8,,incidence,64000,0.45,weak,True,Drug-Induced Dermatitis,,unknown,,,,"Acneiform dermatitis is a rare adverse drug reaction, ~0.8 per 100k estimated from pharmacovigilance data. Limited epidemiological studies."
C0234974,Simple Partial Seizures,,,,,0.0,none,False,,,unknown,,,,"Simple partial seizures (now called 'focal seizures without impaired awareness' per ILAE terminology) are a seizure manifestation/symptom classification rather than a disease entity. Can occur in multiple epilepsy syndromes and disorders. Not meaningful to estimate incidence as a distinct condition; requires specification of underlying etiology (epilepsy type, brain lesion, etc.)."
C0235369,Granulomatous hepatitis,,,,,0.0,none,False,,,unknown,,,,CUI C0235369 not found in epidemiological database
C0235840,Neonatal diarrhea,8.5,,incidence,680000,0.58,moderate,False,,2012,high,Boschi-Pinto C et al. (2009). Estimating child mortality due to diarrhoea in developing countries. Int J Epidemiol. 38(3):655-667,https://pubmed.ncbi.nlm.nih.gov/19223341/,literature,Neonatal diarrhea incidence varies significantly by region and healthcare setting. Global estimate ~8.5 per 100k newborns based on regional pediatric studies. High geographic variation between developed (1-2 per 100k) and developing nations (20+ per 100k).
C0238029,Ependymoma of brain,0.35,,incidence,28000,0.72,strong,True,Brain Neoplasm,2005,moderate,"Kleihues P, Cavenee WK (eds). World Health Organization Classification of Tumours: Pathology and Genetics of Tumours of the Nervous System. IARC Press; 2007",https://publications.iarc.fr/407,registry,"Ependymoma is CNS malignancy arising from ependymal cells. Incidence ~0.3-0.5 per 100k, accounting for 2-3% of primary brain tumors. Most common in pediatric population (ages 0-14). Global average from cancer registries."
C0238120,Acquired Factor XIII Deficiency,0.1,,incidence,8000,0.4,weak,True,Factor XIII Deficiency,,unknown,,,,"Acquired Factor XIII deficiency is a rare clotting disorder that develops secondary to other conditions (liver disease, malignancy, autoimmune disease). Congenital form is extremely rare; acquired form estimated at <0.1 per 100k annually. Limited population-based incidence data available; estimates based on clinical experience and case reports."
C0238152,Cardiac Sarcoma,extremely rare,,incidence,extremely rare,0.4,weak,True,Heart Neoplasms,,unknown,,,,"Cardiac sarcomas (angiosarcoma, rhabdomyosarcoma, fibrosarcoma of heart) are extremely rare. Estimated <0.5 per 100k person-years, primarily identified through case reports and small case series."
C0238478,Transient erythroblastopenia of childhood,0.3,,incidence,24000,0.6,moderate,False,,,low,,,,Specific pediatric hematologic disorder characterized by transient suppression of red blood cell production. Incidence estimated at 2-10 per million children per year (approximately 0.2-1 per 100k person-years). Well-defined clinical entity with clear diagnostic criteria based on bone marrow findings.
C0240602,Opioid use,,300,prevalence,24000000,0.65,moderate,False,,2010,high,UN Office on Drugs and Crime (UNODC) World Drug Report,,estimate,"Opioid use/substance use is a chronic condition, reported as prevalence. WHO and UNODC estimate ~0.3% of global population with opioid use disorder (around 300 per 100k). Prevalence varies significantly by region and year."
C0241423,Atrophy of tongue,,,,,0.15,weak,False,,,unknown,,,,"Symptom/sign rather than a distinct disease entity. Atrophy of tongue occurs secondary to multiple conditions (nutritional deficiencies, amyloidosis, myositis, nerve damage, systemic disorders). Cannot map to meaningful incidence rate without specifying underlying etiology."
C0242147,Acute urinary tract infection,12500.0,,incidence,1000000000,0.8,strong,True,Urinary Tract Infection,2005,moderate,Global epidemiological surveys and CDC/WHO UTI surveillance data,,registry,"Acute UTI is one of the most common bacterial infections globally. Prevalence estimates suggest 12-15% of population experiences UTI annually. Reported as incidence (~12,500 per 100k person-years) representing new cases per year, especially high in women and elderly populations."
C0242459,Simple Pulmonary Eosinophilia,3.0,,incidence,240000,0.5,moderate,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C0242992,Multiple Chemical Sensitivity,,,,,0.15,none,False,,,unknown,,,,"Multiple Chemical Sensitivity (MCS) is controversial in medical literature with unclear pathophysiology and no consensus diagnostic criteria. Concept coherence significantly compromised - not recognized as distinct disease entity by major medical organizations (DSM-5, ICD-10, major registries). Incidence/prevalence estimates unreliable due to lack of standardized case definitions and inconsistent diagnostic approaches. Confidence severely limited by concept validation issues."
C0242993,Nephropathia Epidemica,0.8,,incidence,64000,0.45,moderate,False,,,high,,,,"Hantavirus infection, endemic in Europe, ~0.5-1 per 100k in affected regions"
C0259743,Autosomal recessive SCID,0.15,,incidence,12000,0.62,strong,True,Severe Combined Immunodeficiency,2005,low,Cavazzana-Calvo M et al. (2005). Gene therapy for severe combined immunodeficiency. N Engl J Med. 353:667-678,https://pubmed.ncbi.nlm.nih.gov/16107622/,literature,"Severe combined immunodeficiency (SCID) is a group of rare inherited immune disorders. Autosomal recessive SCID (AR-SCID) accounts for approximately 60-80% of all SCID cases. Total SCID incidence ~0.2-0.3 per 100k live births. AR-SCID incidence estimated at 0.15-0.25 per 100k births, with ethnic variation."
C0259770,Epithelial inclusion cyst,,50,prevalence,4000000,0.45,weak,False,,,high,,,,"Epithelial inclusion cysts are benign lesions that vary significantly by anatomical location (skin, bone, soft tissue). Reported as prevalence rather than incidence due to the nature of benign cyst formation. Estimated ~0.05% population prevalence (50 per 100k) based on dermatologic and orthopedic clinical series, but highly variable by site and clinical context."
C0259781,Compound nevus of skin,,18000,prevalence,1440000000,0.72,moderate,True,Nevus,,high,Dermatological epidemiological surveys and WHO estimates on benign skin lesions,,,"Common benign skin lesion with prevalence of ~18% in adult population (18,000 per 100k). Reported as prevalence (chronic condition) rather than incidence. Most people develop multiple compound nevi over lifetime. Variation by age, ethnicity, and sun exposure."
C0262660,VASCULAR EMBOLISM,150.0,,incidence,12000000,0.35,weak,False,,,moderate,,,,"Umbrella term encompassing venous thromboembolism (DVT/PE ~100-150 per 100k), arterial embolism (~20-30 per 100k), and other vascular embolic events. Aggregate BOTEC estimate summing: pulmonary embolism (50), deep vein thrombosis (60), arterial embolism (25), paradoxical embolism (10+). Total ~145-160 per 100k. Low confidence due to heterogeneity and potential overlap between categories."
C0262963,extragonadal germ cell tumor,0.26,,incidence,20800,0.77,strong,False,,1990,moderate,"Gonadal and extragonadal germ cell tumours in the United States, 1973-2007 (PMC3631107)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3631107/,registry,Extragonadal germ cell tumors (EGCT) account for 5% of all germ cell tumors. Incidence ranges from 1.8-3.4 per 1 million population (0.18-0.34 per 100k). Using midpoint estimate of 2.6 per 1 million = 0.26 per 100k. Predominantly affect males aged 20-35 years. Data from US cancer registries (1973-2007).
C0262974,Subacute dermatitis,,150,prevalence,12000000,0.5,weak,True,Dermatitis,,moderate,,,,Subacute dermatitis is a stage classification of inflammatory skin disease (between acute and chronic). Reported as prevalence due to chronic/recurring nature. Estimated ~0.15% population prevalence based on dermatologic practice patterns and epidemiological surveys showing dermatitis affecting 1-3% of population. Confidence limited by lack of specific epidemiological studies for subacute stage.
C0263325,Grover's disease,1.2,,incidence,96000,0.48,weak,False,,,moderate,Dermatology case series and cohort data (multiple studies 1990-2010),,literature,"Transient acantholytic dermatosis (Grover's disease). Incidence estimated from dermatology literature as ~1.2 per 100k annually, primarily in older adults (mean age 40+). Limited systematic epidemiological data; estimate based on case series and dermatology registries."
C0263401,Cutis marmorata,50,500,prevalence,40000000,0.4,weak,False,,,unknown,,,,"Cutis marmorata is a benign, transient vascular phenomenon of the skin, often resolving spontaneously. Prevalence estimated at ~0.5% in infants; no systematic incidence data available in literature. Often considered a normal variant rather than a disease."
C0263428,Burnett Schwartz Berberian syndrome,extremely rare,,,extremely rare,0.2,weak,False,,,unknown,,,,"Extremely rare genetic or developmental syndrome. Limited epidemiological data available. Estimated at fewer than 100 cases worldwide based on available medical literature, corresponding to <0.01 per 100k births. Low confidence due to insufficient epidemiological documentation."
C0263445,Acne fulminans,5,,incidence,400000,0.45,weak,True,Acne vulgaris,,moderate,,,,"Acne fulminans is a severe, rapidly progressive form of acne primarily affecting adolescent males. Estimated incidence ~0.5-1% of acne patients, or approximately 5 per 100k in younger males. Often associated with isotretinoin therapy or underlying systemic disease. Limited specific epidemiological studies."
C0263548,Pyramidal disease,,,,,0.0,none,False,,,unknown,,,,Umbrella term for pyramidal tract disorders (various spastic paraplegia types). No unified epidemiological surveillance exists; incidence varies significantly by specific subtype. Cannot provide aggregate estimate without data on subcategories.
C0264162,Camptocormia,0.8,,incidence,64000,0.3,weak,False,,,unknown,,,,Camptocormia is a rare spinal disorder characterized by abnormal forward trunk flexion. Limited epidemiological data; estimated <1 per 100k based on case reports in neurology literature.
C0264394,Paraseptal emphysema,10.0,,incidence,800000,0.5,moderate,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C0264413,Late onset asthma,8.5,,incidence,680000,0.62,moderate,True,Asthma,,moderate,,,,Adult-onset asthma incidence ~8-9 per 100k person-years. Subtype of asthma based on age of onset
C0264492,Chronic respiratory failure,,450.0,prevalence,,0.25,weak,False,,,high,,,,"Chronic respiratory failure is an endpoint condition resulting from multiple underlying respiratory diseases (COPD, ILD, neuromuscular disorders, etc.). Prevalence estimated ~450 per 100k, but too heterogeneous for meaningful incidence estimate. Umbrella outcome descriptor rather than specific disease."
C0264641,Endocrine hypertension,8.5,,incidence,680000,0.5,moderate,True,Hypertension,,high,Hypertension guidelines and secondary hypertension epidemiology reviews,,estimate,Endocrine causes account for ~5-10% of secondary hypertension cases. Global hypertension incidence ~15-20 per 100k; endocrine-related estimated at ~8.5 per 100k (50% of secondary cases).
C0264734,Atrial dilatation,,,,,0.0,none,False,,,unknown,,,,"Pathological descriptor, not a primary disease entity. Atrial dilatation is a secondary finding in conditions like hypertension, valvular disease, atrial fibrillation, and cardiomyopathy. Too heterogeneous and non-specific to estimate meaningfully."
C0265116,Chronic cerebral ischemia,,300,prevalence,24000000,0.35,weak,False,Cerebrovascular disease,,unknown,,,,Chronic cerebral ischemia is a manifestation/diagnosis that overlaps significantly with vascular cognitive impairment and small vessel disease. No specific incidence data; prevalence estimated at 0.3-0.4% of elderly population. Concept coherence is moderate as it's often a clinical description rather than a specific disease entity.
C0265222,Royer Syndrome,extremely rare,,incidence,extremely rare,0.2,weak,False,,,unknown,,,,Royer Syndrome is an extremely rare genetic condition with only scattered case reports in medical literature. Incidence cannot be reliably estimated; fewer than 10 cases documented globally.
