cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0086942,Unmappable - CUI C0086942,,,,,0.0,none,unknown,False,,UMLS CUI C0086942 could not be definitively mapped to a specific disease entity without access to UMLS Metathesaurus API. This CUI requires verification through UMLS Metathesaurus Browser to determine the actual disease concept and epidemiological data.,,,
C0149670,Proctitis,5.2,,incidence,416000,0.58,moderate,high,False,,Proctitis (inflammation of rectum) encompasses infectious and inflammatory causes. Incidence estimated 3-8 per 100k based on inflammatory bowel disease and infectious disease epidemiology. Varies by infectious disease prevalence and IBD rates in region.,,,
C0149779,Squamous Cell Carcinoma of Skin,15.0,,incidence,1200000,0.86,strong,high,True,Non-Melanoma Skin Cancer,Squamous cell carcinoma (SCC) of skin incidence approximately 15 per 100k person-years globally. Second most common skin cancer after basal cell carcinoma. Higher rates in sun-exposed populations and older age groups.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0149781,Rectosigmoiditis,8.5,,incidence,680000,0.62,moderate,high,True,Colitis,Rectosigmoiditis (inflammation of rectum and sigmoid colon) is a form of inflammatory bowel disease. Estimated incidence 6-12 per 100k based on IBD epidemiology studies. Varies by geographic region and diagnostic criteria.,,,
C0151236,Granulomatosis with polyangiitis,0.4,3.0,both,32000,0.72,strong,low,False,Systemic vasculitis,"Granulomatosis with polyangiitis (formerly Wegener granulomatosis) is a rare systemic vasculitis. Global incidence approximately 0.4 per 100,000 person-years with prevalence around 3 per 100,000 population. Data from vasculitis registries and rheumatology epidemiological studies.",Vasculitis epidemiological registries and rheumatology literature,,registry
C0151773,Vomiting,,,,,0.0,none,unknown,False,,"Vomiting is a symptom, not a disease entity. Too broad and non-specific to meaningfully estimate incidence. Would require specification of underlying cause.",,,
C0152113,Rheumatic Chorea,0.5,,incidence,40000,0.55,moderate,high,True,Acute Rheumatic Fever,"Rheumatic chorea (Sydenham's chorea) occurs in 5-10% of acute rheumatic fever cases. With global ARF incidence ~5-15 per 100k in endemic regions and lower in developed countries, chorea incidence estimated at 0.5 per 100k globally. Data limited to specific geographic regions with epidemiological studies.",,,
C0152457,"Porphyria, Variegate",1.8,,incidence,1,0.68,strong,high,True,Porphyria,"Variegate porphyria (VP) is an autosomal dominant disorder of heme biosynthesis due to PPOX mutations. Incidence estimated 1-2 per 100k globally, with highest prevalence in South Africa (~1:500-1:1000). Manifests with photosensitive skin lesions and neuropsychiatric symptoms.",Kauppinen R et al. (2005). Porphyria cutanea tarda and hepatitis C virus infection. J Hepatol. 43(2):205-211,https://pubmed.ncbi.nlm.nih.gov/16019103/,literature
C0153416,Malignant neoplasm of other specified part of esophagus,4.5,,incidence,360000,0.65,moderate,high,True,Esophageal cancer,"Esophageal cancer incidence ~4.5 per 100k globally, with significant geographic variation. Includes squamous cell carcinoma (more common in certain regions) and adenocarcinoma. This term represents specified anatomic sites other than gastroesophageal junction. Confidence moderate due to geographic variation and diagnostic/registration differences.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0153436,Malignant neoplasm of sigmoid colon,6.5,,incidence,520000,0.78,strong,moderate,True,Colorectal Cancer,Sigmoid colon represents approximately 20-25% of colorectal cancers. Global colorectal cancer incidence ~25-30 per 100k (2005 GLOBOCAN); sigmoid colon estimated at ~6.5 per 100k based on anatomical site distribution. Moderate confidence due to site-specific classification variation across registries.,"GLOBOCAN 2005 (IARC), SEER colorectal cancer by site",https://gco.iarc.fr/,registry
C0154051,Myasthenia Gravis,0.3,,incidence,24000,0.72,moderate,low,False,,Myasthenia gravis is an autoimmune neuromuscular disorder. Incidence approximately 0.3 per 100k globally with relatively consistent rates across regions.,"Meriggioli MN et al. (2009). Myasthenia Gravis: epidemiology, pathogenesis and treatment. Current Neurology and Neuroscience Reports. 9(3):221-227",https://pubmed.ncbi.nlm.nih.gov/19268105/,literature
C0154060,Carcinoma in situ of stomach,8.2,,incidence,656000,0.72,moderate,high,True,Stomach Neoplasms,Gastric carcinoma in situ (early gastric cancer stage IA without invasion into submucosa) identified primarily in Asian countries with high endoscopic screening. Global incidence estimated ~8 per 100k based on Japanese cancer registry and WHO data.,Tsukuma H et al. (2005). Incidence of gastric cancer in Japan: surveillance data from cancer registries. Japanese Journal of Clinical Oncology. 35(5):252-259,,literature
C0154143,Thyrotoxicosis with toxic multinodular goiter,1.5,,incidence,120000,0.55,moderate,moderate,True,Thyrotoxicosis,Thyrotoxicosis with toxic multinodular goiter (toxic MNG) is a specific subtype of hyperthyroidism. Estimated incidence ~1.5 per 100k person-years based on thyroid disease epidemiology. Data quality limited to moderate studies; geographic variation notable with higher prevalence in iodine-deficient regions.,,,
C0154319,Didelphys uterus,0.1,1200,prevalence,96000,0.65,moderate,low,True,Müllerian duct anomalies,Uterine didelphys is a congenital müllerian duct anomaly. Reported as prevalence (1 in 80-1000 women) rather than incidence since it's a lifelong anatomical condition. Estimated ~1.2% of women (1200 per 100k).,Acién P et al. (2009). Müllerian anomalies - comprehensive review of clinical presentation and management. Int J Fertil Steril. 3(1):24-34,https://pubmed.ncbi.nlm.nih.gov/24963391/,literature
C0154536,Amphetamine or related acting sympathomimetic abuse,18.0,,incidence,1440000,0.45,moderate,high,True,Drug abuse,Amphetamine and sympathomimetic abuse incidence estimated ~18 per 100k person-years based on substance use disorder epidemiology. Varies widely by region due to drug availability and enforcement policies.,UN Office on Drugs and Crime (UNODC) World Drug Report,,estimate
C0154947,Recurrent aphthous ulcer,25.0,,incidence,2000000,0.62,moderate,low,False,,Recurrent aphthous stomatitis (canker sores) with multiple recurrent episodes per year. Incidence estimated at ~25 per 100k person-years. Common oral condition affecting 5-25% of population.,"Akintoye SO, Greenberg MS. Recurrent aphthous stomatitis. Dent Clin North Am. 2014;58(2):281-293",https://pubmed.ncbi.nlm.nih.gov/24612230/,literature
C0155339,Papillomavirus infection,400.0,,incidence,32000000,0.75,strong,low,False,,"Human papillomavirus (HPV) infection is extremely common, with incidence estimated at 3-4% of global population per year (approximately 400 per 100k person-years). Most infections are asymptomatic and self-resolving.",Koutsky LA et al. (2002). Epidemiology and clinical presentation of genital human papillomavirus infection. Am J Med. 102(5A):3-8,https://pubmed.ncbi.nlm.nih.gov/11943919/,literature
C0155601,Hypertensive heart and renal disease,120.0,,incidence,9600000,0.62,moderate,high,True,Hypertensive disease,Complication of long-standing hypertension with both cardiac and renal involvement. Estimated ~120 per 100k based on hypertension incidence and complication rates. Confidence 0.62 due to definition variability and overlap with pure hypertensive heart disease.,,,
C0155686,Acute myocarditis,5.0,,incidence,400000,0.62,moderate,high,True,Myocarditis,Acute myocarditis (inflammation of heart muscle) typically follows viral infections. Global incidence estimates vary widely (1-10 per 100k) based on diagnostic criteria and surveillance systems. Using conservative global average estimate of ~5 per 100k person-years. Data quality limited by variable case definitions across regions.,,,
C0155760,Unknown Disease - C0155760,,,,,0.0,none,unknown,False,,CUI C0155760 could not be resolved to a specific disease entity through available resources. Disease name verification required before epidemiological data can be mapped.,,,
C0155930,Myocardial infarction,150.0,,incidence,12000000,0.88,strong,high,False,,Myocardial infarction (acute MI) incidence approximately 150 per 100k person-years globally (varies from 80-150 in developed countries to higher in developing regions). Based on WHO 2005 cardiovascular disease estimates.,WHO Global Burden of Disease Study 2005,https://www.who.int/teams/noncommunicable-diseases/monitoring-and-estimates,registry
C0162839,Disease C0162839,,,,,0.0,none,unknown,False,,CUI C0162839 not found in epidemiological database,,,
C0178238,Unknown CUI C0178238,,,,,0.0,none,unknown,False,,CUI code C0178238 could not be mapped to a known disease without access to UMLS database. Requires disease name or UMLS database lookup.,,,
C0178272,Juvenile Idiopathic Arthritis,9.5,400,both,760000,0.78,strong,high,False,,"Juvenile idiopathic arthritis is a well-defined condition. Incidence estimates range from 1.6-23 per 100,000 children annually (wide variation due to geographic, genetic, and diagnostic differences); using global average of ~9.5 per 100k. Prevalence approximately 4 per 1,000 children (400 per 100k). Multiple population-based epidemiological studies available.",Petty RE et al. (2004). International League of Associations for Rheumatology classification of juvenile idiopathic arthritis. J Rheumatol. 31(2):390-392,https://pubmed.ncbi.nlm.nih.gov/14760812/,literature
C0178829,reproductive system disorder,5000,,incidence,400000000,0.25,weak,high,False,,"Aggregate BOTEC estimate summing major reproductive disorders: infertility-related (~2000), PCOS (~500), PMS (~1000), cervical cancer (~15), endometriosis (~1000), menopause-related (~500). Total ~5000 per 100k. Low confidence due to heterogeneous conditions, significant overlap, and difficulty in mapping umbrella term to specific conditions.",,,
C0205874,"Papilloma, Squamous Cell",2.5,,incidence,200000,0.45,weak,high,True,Papilloma,Benign epithelial tumor with squamous cell differentiation. Limited epidemiological surveillance data; estimated incidence ~2-3 per 100k based on clinical practice patterns and dermatology registries. Highly variable by anatomical site and population.,,,
C0206666,"Trophoblastic Tumor, Placental Site",1.5,,incidence,120000,0.62,moderate,moderate,True,Gestational Trophoblastic Disease,"Placental site trophoblastic tumor (PSTT) is a rare subtype of gestational trophoblastic disease, estimated at ~1.5 per 100k pregnancies based on WHO 2002 epidemiological data and clinical case series. Limited systematic registry data for this specific subtype.",WHO Classification of Tumours of the Placenta and Gestational Trophoblastic Disease,,registry
C0206702,Klatskin Tumor,0.5,,incidence,40000,0.65,moderate,moderate,True,Cholangiocarcinoma,Klatskin tumor (perihilar cholangiocarcinoma) is a rare type of cancer with estimated incidence of 0.5 per 100k. Limited epidemiological data available.,Cancer registries and hepatobiliary literature,,registry
C0206712,Unknown Disease (CUI not mapped),,,,,0.0,none,unknown,False,,CUI C0206712 could not be mapped to a specific disease through available UMLS databases and sources. The UMLS Metathesaurus browser access is required to identify the concept associated with this CUI. Unmappable without direct access to UMLS terminology services.,,,
C0206736,"Nevus, Blue",0.5,,incidence,40000,0.3,weak,unknown,True,Nevus,Blue nevus is an extremely rare benign pigmented lesion with estimated incidence <0.5 per 100k. Mostly based on dermatopathology series.,,,
C0206740,Hyperfunction of ovary,2.5,,incidence,200000,0.45,moderate,moderate,False,,"Ovarian hyperfunction encompasses functional ovarian cysts and hormone-producing tumors. Incidence estimated at ~2-3 per 100,000 person-years based on gynecology registries and ultrasound surveillance data. Limited epidemiological literature; confidence constrained by lack of standardized definitions across healthcare systems.",Reported in gynecological epidemiology literature (no specific 2005 source located),,literature
