cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C3887525,"Keratosis Follicularis Spinulosa Decalvans, X-Linked",extremely rare,,,extremely rare,0.25,weak,unknown,False,,"Extremely rare X-linked genodermatosis caused by mutations in MBTPS2 gene on chromosome Xp22. No population-based incidence or prevalence data available. Literature review over 50 years identified only ~43 published cases globally, indicating prevalence much less than 0.1 per 100k. Characterized by keratosis pilaris, progressive scarring alopecia, and other findings with predominance in affected males.",,,
C0343057,Keratosis pilaris decalvans,extremely rare,,incidence,extremely rare,0.2,weak,unknown,True,Keratosis pilaris,"Extremely rare variant combining keratosis pilaris with scarring alopecia. <100 cases reported globally, <0.01 per 100k based on case report frequency.",,,
C3494422,Retrognathia,5.0,,incidence,400000,0.4,weak,moderate,False,,"Jaw malformation with mandible positioned too far posteriorly. Estimated ~5 per 100k births for congenital forms based on orthodontic/orthopedic literature, but acquired forms complicate prevalence estimates.",,,
C0033324,Prognathism,8.0,,incidence,640000,0.45,weak,moderate,False,,"Forward projection of jaws, primarily congenital. Estimated ~8 per 100k births for congenital prognathism based on dental/orthodontic epidemiology. Common enough for orthodontic intervention.",,,
C0035353,Congenital retrognathism,3.0,,incidence,240000,0.35,weak,low,True,Retrognathia,"Specific congenital form of backward jaw projection (mandibular hypoplasia). Estimated ~3 per 100k live births based on craniofacial anomaly prevalence studies, but systematic epidemiological data limited.",,,
C4015343,"MACULAR DYSTROPHY, VITELLIFORM, 5",extremely rare,,incidence,extremely rare,0.15,weak,unknown,True,Vitelliform Macular Dystrophy,Rare inherited retinal dystrophy (vitelliform type 5). Specific genetic subtype with <50 families reported. <0.01 per 100k incidence based on limited genetic registry data.,,,
C3553660,Rare disease entity C3-series 3660,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3553660 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C0265211,Marshall-Smith syndrome,extremely rare,,incidence,extremely rare,0.3,weak,unknown,False,,Marshall-Smith syndrome is an extremely rare genetic syndrome with <50 reported cases worldwide. Estimated <0.01 per 100k births. De novo mutations in NSMCE2 gene. No population-based incidence data available.,,,
C0342510,Malignant neoplasm of ovary,9.8,,incidence,784000,0.88,strong,moderate,False,,Ovarian cancer global incidence from GLOBOCAN 2005: ~9-10 per 100k person-years (women only). Major gynecologic malignancy.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0456107,Neonatal meningitis,0.4,,incidence,32000,0.72,moderate,high,True,Meningitis,"Neonatal meningitis (0-28 days) has estimated incidence of 0.3-0.5 per 100k population globally, with higher rates in developing regions (up to 1-2 per 100k). Using conservative global average of 0.4 per 100k based on WHO/CDC surveillance data.",WHO surveillance data and CDC epidemiological reports on neonatal bacterial meningitis,https://www.who.int/,registry
C0013312,Dupuytren Contracture,3.5,45000,prevalence,3600000,0.72,moderate,high,False,,Dupuytren contracture is a chronic progressive disease of hand connective tissue. Prevalence estimated at ~4.5% of population (45 per 100k) based on epidemiological studies. More commonly reported as prevalence than incidence due to chronic progressive nature.,"Dinh P et al. (2012). The epidemiology, pathogenesis, and treatment of Dupuytren disease. J Hand Surg Am. 37(3):535-547",https://pubmed.ncbi.nlm.nih.gov/22306417/,literature
C1963865,Varioliform gastritis,,,,,0.25,weak,unknown,True,Chronic gastritis,"Varioliform gastritis is a specific endoscopic appearance of chronic gastritis, not a distinct disease entity. Characterized by nodular, variolous appearance of gastric mucosa. No independent epidemiological data available; incidence depends on underlying chronic gastritis rates.",,,
C1283601,Deficiency of sulfatase,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Lysosomal storage disorders,"Sulfatase deficiency includes multiple very rare lysosomal storage disorders (MLD, Austin disease, metachromatic leukodystrophy variants). Combined incidence <0.01 per 100k births. No single unified epidemiological study; based on case reports.",,,
C1997092,Hypertensive left ventricular hypertrophy,8.5,35000,both,680000,0.68,moderate,moderate,True,Left ventricular hypertrophy,LVH secondary to hypertension is common. Prevalence ~3.5% of general population (35k per 100k) based on echocardiography studies. Incidence (new cases developing LVH) ~8.5 per 100k per year among hypertensive patients. Geographic variation significant based on blood pressure control rates.,Gottdiener JS et al. (2000). Left ventricular hypertrophy in the community. JACC. 35(3):569-577,https://pubmed.ncbi.nlm.nih.gov/10716468/,literature
C3554446,"BRACHYDACTYLY, TYPE A1, C",extremely rare,,incidence,extremely rare,0.32,weak,unknown,True,Brachydactyly type A,"Brachydactyly type A1 with variant C is an extremely rare autosomal dominant skeletal dysplasia affecting digit development. Estimated <1 per 100,000 births globally. No large epidemiological studies; based on genetic registry data and case reports.",,,
C3554002,Peroxisome biogenesis disorder 12A (Zellweger),extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Peroxisomal disorders,"Zellweger spectrum disorder (PBD-ZS), a severe autosomal recessive peroxisomal biogenesis disorder. Estimated <0.01-0.1 per 100k births based on case reports. Aggregate BOTEC estimate of peroxisomal disorders approximates 1-2 per 100k births globally.",,,
C1708550,Intimal sarcoma,extremely rare,,incidence,extremely rare,0.2,none,unknown,True,Cardiac sarcoma,Cardiac intimal sarcoma is an exceptionally rare primary cardiac malignancy with <100 cases reported worldwide. Estimated <0.001 per 100k person-years. No systematic epidemiological registry available; confidence based on case report frequency.,,,
C0012736,Dissecting aortic aneurysm,2.6,,incidence,208000,0.72,moderate,moderate,False,,"Acute aortic dissection incidence estimated 2-3 per 100k person-years (2.6 global average). Epidemiological data from multiple registries (IRAD, Swedish registry) and literature. Some geographic variation with higher rates in regions with higher hypertension prevalence.",Hagan AP et al. (2000). The International Registry of Acute Aortic Dissection (IRAD): New insights into an old disease. JAMA. 283(7):897-903,https://pubmed.ncbi.nlm.nih.gov/10685714/,literature
C3697376,Oculoskeletal dysplasia,extremely rare,,incidence,extremely rare,0.1,none,unknown,False,,"Oculoskeletal dysplasia is a poorly defined umbrella term encompassing multiple rare genetic skeletal dysplasias with ocular manifestations. Too heterogeneous and vaguely defined to estimate meaningful incidence. Individual subtypes (e.g., Weyers acrofacial dysostosis, oculodentodigital dysplasia) have distinct incidences but aggregate is not clinically meaningful.",,,
C3887992,Thyrotropin-releasing hormone deficiency,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,Central hypothyroidism,TRH deficiency is an exceptionally rare congenital or acquired endocrine disorder. <50 cases reported in medical literature. Estimated <0.001 per 100k. Typically identified through neonatal screening or incidental discovery. Confidence limited by lack of systematic epidemiological studies.,,,
C0521691,Generalized progressive retinal atrophy,,50,prevalence,4000000,0.7,moderate,moderate,False,Inherited Retinal Degeneration,Reporting prevalence (existing cases) for chronic progressive retinal degeneration. Inherited retinal degenerations collectively affect approximately 1 in 2000 individuals (50 per 100k population). Generalized progressive retinal atrophy is a broad category of progressive retinal dystrophies.,NCBI/NIH Retinal Dystrophies - StatPearls,https://www.ncbi.nlm.nih.gov/books/NBK564379/,literature
C1744559,Congenital ectodermal dysplasia of face,70,,incidence,5600000,0.65,moderate,moderate,True,Ectodermal Dysplasia,"Reporting incidence at birth (per 100k births). Overall ectodermal dysplasia has incidence of approximately 7 per 10,000 births (70 per 100k). Congenital ectodermal dysplasia of face is a specific phenotypic presentation of broader ED spectrum. Confidence limited by umbrella nature of parent condition.",Orphanet Ectodermal dysplasia database; Prevalence rates for ectodermal dysplasia syndromes. PubMed. 2024,https://www.orpha.net/en/disease/detail/79373,registry
C3150807,ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1,extremely rare,,prevalence,extremely rare,0.35,weak,unknown,True,Ectodermal Dysplasia-Syndactyly Syndrome,"Extremely rare autosomal recessive genetic disorder. Prevalence less than 1 per 1,000,000 worldwide. Only approximately 9 cases have been described in medical literature. Caused by biallelic mutations in NECTIN4 gene. Confidence is low due to minimal case reports and limited epidemiological data.",NIH Genetic Testing Registry; Orphanet database,https://www.ncbi.nlm.nih.gov/gtr/conditions/C3150807/,registry
C4749852,Ectodermal dysplasia syndactyly syndrome,extremely rare,,prevalence,extremely rare,0.35,weak,unknown,True,Ectodermal Dysplasia,"Extremely rare genetic syndrome characterized by sparse hair, enamel hypoplasia, conical teeth, palmoplantar keratoderma, and partial cutaneous syndactyly. Prevalence less than 1 per 1,000,000 worldwide. US population estimate fewer than 1,000 people. Only 9 cases described in medical literature. Multiple subtypes exist with overlapping features.",GARD (Genetic and Rare Diseases Information Center); Orphanet database,https://rarediseases.info.nih.gov/diseases/17198/ectodermal-dysplasia-syndactyly-syndrome,registry
C4751078,Onychomatricoma,extremely rare,,prevalence,extremely rare,0.32,weak,unknown,False,Nail Tumors,"Extremely rare benign nail tumor of the nail matrix. Prevalence less than 1 per 1,000,000 worldwide. As of 2016, fewer than 80 cases reported in medical literature. Peak incidence in 5th decade of life in Caucasian women. Frequently misdiagnosed as onychomycosis. Limited robust epidemiological data due to extreme rarity and limited case reports.",Orphanet database; Emedicine Medscape article on Onychomatricoma,https://www.orpha.net/en/disease/detail/300512,registry
C0340291,Silent myocardial ischemia,45.0,,incidence,3600000,0.72,moderate,moderate,True,Myocardial ischemia,Silent myocardial ischemia is a subtype of myocardial ischemia typically detected via electrocardiography or imaging in asymptomatic patients. Incidence estimated at ~45 per 100k person-years based on epidemiological studies and cardiac surveillance data. Data from multiple observational cohorts suggests this accounts for significant proportion of undiagnosed cardiac ischemia.,Framingham Heart Study and follow-up epidemiological literature on silent ischemia detection,,literature
C0744620,Metastatic Head and Neck Squamous Cell Carcinoma,8.5,,incidence,680000,0.78,moderate,high,True,Head and Neck Squamous Cell Carcinoma,Metastatic HNSCC represents subset of head and neck cancers with distant metastases. Incidence estimated at ~8.5 per 100k based on GLOBOCAN data for head/neck cancers (~15-20 per 100k) with approximately 40-50% presenting with metastatic disease. Cancer registry data supports this estimate.,GLOBOCAN 2020 (IARC) head and neck cancer estimates; SEER cancer registry metastasis data,https://gco.iarc.fr/,registry
C3550973,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Neurodegeneration with Brain Iron Accumulation,"NBIA-5 (also known as mitochondrial membrane protein-associated neurodegeneration, MPAN) is an extremely rare autosomal recessive neurodegenerative disorder. Estimated at <0.01 per 100k person-years based on case report frequency and genetic epidemiology studies. Fewer than 200 confirmed cases worldwide.",,,
